id,bank,category,merchant_name,merchant_locations_or_group,benefit_summary,benefit_type,percentages,promotion_days,day_text,validity,caps_and_minimums,level_rules,source_url
905a8849b145ae2a,Continental,Electrónica,Prime Shop,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 08 de julio de 2027,Límite de compra de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b0b175f08655e125,Continental,Electrónica,Shopping City,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,Vigente hasta el 29 de abril del 2027,Límite de compras mensual de Gs; Gs. 2.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
d646ca28116eaefc,Continental,Electrónica,Tecnostore,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 24 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
46634d695b95a63e,Continental,Electrónica,Visuar,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 30 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b895df99aed412ff,Continental,Electrónica,Zep Import,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 10 de septiembre del 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
9cb7d648da99c5e5,Continental,Estaciones de Servicios,Compasa,,20%; 20% de reintegro,reintegro,20%,viernes,los viernes,Vigente hasta el 11 de septiembre de 2026,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
39813547af091893,Continental,Estaciones de Servicios,Copetrol,,25%; 25% de reintegro; 20% de reintegro,reintegro,25%; 20%,viernes,Los viernes,Vigente hasta el 02 de octubre de 2026,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b16921d914e3735b,Continental,Estaciones de Servicios,ECOP,,15%; 15% de reintegro,reintegro,15%,viernes,los viernes,Vigente hasta el 06 de diciembre del 2026,Límites de compras: - Reintegros con límite de compra semanal de Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
eb843f74c4a4ed54,Continental,Estaciones de Servicios,Enercon - Estaciones de Servicio,,20%; 20% de reintegro,reintegro,20%,viernes,los viernes,Vigente hasta el 19 de marzo de 2027,Límite de compra semanal de Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
cce9eaf28783c4c4,Continental,Estaciones de Servicios,Energy,,20%; 20% de reintegro; 25% de reintegro,reintegro,20%; 25%,viernes; domingo,los viernes,Vigente hasta el 12 de marzo de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
8b68003853e32596,Continental,Estaciones de Servicios,Grupo Laso - Estaciones de Servicio,,10%; 10% de reintegro,reintegro,10%,viernes,Los viernes,Vigente hasta el 06 de agosto de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
25faf5f395aee37b,Continental,Estaciones de Servicios,HN - Petróleos,,20%; 20% de reintegro,reintegro,20%,viernes,los viernes,Vigente hasta el 23 de abril de 2027,Límite de compra semanal de Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
1319b70743e83968,Continental,Estaciones de Servicios,Petrobras,,20%; 25% de reintegro; 20% de reintegro,reintegro,20%; 25%,viernes; domingo,Los viernes,Vigente hasta el 04 de septiembre de 2026,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
4a1da33239ac9796,Continental,Estaciones de Servicios,Petrobras - Privilege,,25% de reintegro,reintegro,25%,viernes; domingo,los viernes,Vigente hasta el 04 de septiembre de 2026,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
a18d27d8958a6e5d,Continental,Estaciones de Servicios,Petrochaco,,20%; 20% de reintegro,reintegro,20%,viernes,Los viernes,Vigente hasta el 20 de noviembre de 2026,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
03ed7773b8f2c38d,Continental,Estaciones de Servicios,Petromax,,20%; 20% de reintegro,reintegro,20%,viernes,los viernes,Vigente hasta 25 de septiembre del 2026,Límite de compra semanal de Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
9f33aa1fd51663cd,Continental,Estaciones de Servicios,Petropar - Curuguaty,,10%; 10% de reintegro,reintegro,10%,viernes,los viernes,Vigente hasta el 29 de enero de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
2230a1f433c6946f,Continental,Estaciones de Servicios,Petrosur,,20%; 20% de reintegro,reintegro,20%,viernes,Los viernes,Vigente hasta el 13 de noviembre de 2026,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3714f91394a2a036,Continental,Estaciones de Servicios,Puma Energy,,15%; 15% de reintegro,reintegro,15%,viernes,los viernes,Vigente hasta el 30 de abril del 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
86190e0684c15e6a,Continental,Estaciones de Servicios,Ultra Estaciones de Servicio,,10%; 10% de reintegro,reintegro,10%,viernes,Los viernes,Vigente hasta el 09 de abril de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
e480857a299403a0,Continental,Estudios Jurídicos,RM & Asociados S.A,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 15 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
8b4aa53aeea71af0,Continental,Eventos,Teko Park,,10%; Hasta 12 cuotas sin intereses,cuotas_sin_intereses,10%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 24 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b6684bdef53a5f46,Continental,Farmacias y Perfumerías,Aaron Farma,,20% de reintegro,reintegro,20%,martes,Los martes,Vigente hasta el 15 de septiembre del 2026,Límite de compra mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
eb8d4d0c7f39fa64,Continental,Farmacias y Perfumerías,Biggie Farma,,30%; 10% de reintegro; 20% de reintegro; 20% de descuento,reintegro,30%; 10%; 20%,martes,los martes,Vigente hasta el 29 de septiembre del 2026,Límites de compras: - Reintegros con límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3680acd5686f26b7,Continental,Farmacias y Perfumerías,Drugstore - Asismed,,10% de reintegro; 32% de descuento; 17% de descuento,reintegro,10%; 32%; 17%; 100%,martes,Los martes,Vigente hasta el 29 de junio de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
ffe70ac8df9ea760,Continental,Farmacias y Perfumerías,Farma Lorena,,20%; 20% de reintegro,reintegro,20%,martes,los martes,Vigente hasta el 12 de agosto de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5a496d90d0a0df8f,Continental,Farmacias y Perfumerías,Farma San Juan,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,"Vigente hasta el 13 de octubre del 2026 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
223ca085023c1add,Continental,Farmacias y Perfumerías,FarmaInternacional - Grupo Guide,,35%; Hasta 12 cuotas sin intereses; 10% de reintegro; 25% de descuento,cuotas_sin_intereses,35%; 10%; 25%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 01 de junio de 2027,Límite de compra semanal de hasta Gs; Límite de compra mensual de hasta Gs; Gs. 500.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
cba2fcd2da336291,Continental,Farmacias y Perfumerías,Farmacenter,,35%; Hasta 3 cuotas sin intereses; 15% de reintegro; 20% de descuento; 15% de descuento,cuotas_sin_intereses,35%; 15%; 20%,miércoles,los miércoles,Vigente hasta el 31 de diciembre de 2026,Límite de compra semanal de hasta Gs; Límite de compra mensual de hasta Gs; Gs. 600.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
7773a24bc9ac448b,Continental,Farmacias y Perfumerías,Farmacia - Sanatorio Alemán,,20%; 20% de reintegro,reintegro,20%,martes,los Martes,Vigente hasta el 22 de septiembre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
74a77b721494b8db,Continental,Farmacias y Perfumerías,Farmacia Americana,,40%; hasta 6 cuotas sin intereses; 15% de reintegro; 40% de descuento,cuotas_sin_intereses,40%; 15%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 26 de enero 2027,Limite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 500.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
4d89fb48bdbb13bb,Continental,Farmacias y Perfumerías,Farmacia Ivan,,30%; 30% de reintegro,reintegro,30%,martes,Los martes,Vigente hasta el 03 de agosto de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
9a53e1ac0ec1a5b3,Continental,Farmacias y Perfumerías,Farmacia La Trinidad,,10%; 10% de reintegro,reintegro,10%,martes,los martes,Vigente hasta el 18 de agosto de 2026,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b9f5921b978e3591,Continental,Farmacias y Perfumerías,Farmacia Ultrapharma,,15%; 15% de reintegro,reintegro,15%,martes,los martes,Vigente hasta el 23 de marzo de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
0a6b1ca680429cdb,Continental,Farmacias y Perfumerías,Farmacia Ypané,,30%; 30% de reintegro,reintegro,30%,martes,los martes,Vigente hasta el 15 de septiembre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
8cec91dc3acd2223,Continental,Farmacias y Perfumerías,Farmacia y Perfumería Liz,,20%; 20% de reintegro,reintegro,20%,martes,los martes,Vigente hasta el 24 de noviembre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
a3dce4f040b90150,Continental,Farmacias y Perfumerías,Farmacia Ñeembucú,,20%; hasta 12 cuotas sin intereses; 20% de descuento,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 02 de marzo de 2027,límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
1d8ce8247a16cd8d,Continental,Farmacias y Perfumerías,Farmacias Catedral,,30%; 10% de reintegro; 20% de descuento,reintegro,30%; 10%; 20%,martes,los martes,Vigente hasta el 29 de diciembre del 2026,Límites de compras: - Reintegros con límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
9f733e2309ea2923,Continental,Farmacias y Perfumerías,Farmacias Energy,,10%; 10% de reintegro; 25% de descuento,reintegro,10%; 25%,martes,los martes,Vigente hasta el 01 de diciembre de 2026,Límites de compras: - Reintegros con límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
0e5885edfcb763ae,Continental,Farmacias y Perfumerías,Farmacity,,20% de reintegro,reintegro,20%,martes,los martes,"Vigente hasta el 03 de noviembre de 2026 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
f3abb31cc4f0b937,Continental,Farmacias y Perfumerías,Farmacumbre,,20%; 20% de reintegro,reintegro,20%,martes,Los martes,Vigente hasta el 08 de junio del 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
77a25a23c6fbb555,Continental,Farmacias y Perfumerías,Farmaelgue,,hasta 12 cuotas sin intereses; 25% de descuento,cuotas_sin_intereses,25%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,"Vigente hasta 27 de abril de 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límite de compras mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
a8c28e84bdbedfe4,Continental,Farmacias y Perfumerías,Farmalab,,15%; 15% de reintegro,reintegro,15%,martes,los martes,"Vigente hasta 13 de abril de 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límite de compra semanal de Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
fcbd1e93be99a64c,Continental,Farmacias y Perfumerías,Farmalife,,20%; 20% de reintegro,reintegro,20%,martes,los martes,Vigente hasta el 06 de abril de 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
e50194c1a2ecc5e5,Continental,Farmacias y Perfumerías,Farmaoliva,,40%; 15% de reintegro; 25% de descuento; 15% de descuento,cuotas_sin_intereses,40%; 15%; 25%,martes,los martes,Vigente hasta el 05 de enero del 2027,Límites de compras: - Límite de compras de hasta Gs; límite de compras mensual de Gs; Gs. 500.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
6c4f92d53e7f3a34,Continental,Farmacias y Perfumerías,Farmatotal,,30%; 10% de reintegro; 20% de descuento,reintegro,30%; 10%; 20%,martes,los martes,Vigente hasta el 10 de noviembre del 2026,Límites de compras: - Reintegros con límite mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
0df41c6aa8662059,Continental,Farmacias y Perfumerías,Farmavida,,20%; 20% de reintegro,reintegro,20%,martes,Los martes,Vigente hasta el 29 de diciembre del 2026,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
97196a4ce542dbd1,Continental,Farmacias y Perfumerías,Farmavip,,30%; 30% de reintegro,reintegro,30%,martes,los martes,Vigente hasta el 16 de febrero del 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c64c6ebc8a0ad3e2,Continental,Farmacias y Perfumerías,Maxi Farma,,20%; 20% de reintegro,reintegro,20%,martes,los martes,Vigente hasta el 01 de septiembre del 2026,Límites de compras: - Reintegros con límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
501f2bcf19799440,Continental,Farmacias y Perfumerías,New Arrow - Perfumería,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 18 de febrero de 2027,Límite de compra mensual de hasta Gs; límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
d9f8703610ccb8f8,Continental,Farmacias y Perfumerías,Nutrilife,,30%; 10% de reintegro; 20% de descuento,reintegro,30%; 10%; 20%,martes,Los martes,Vigente hasta el 08 de junio del 2027,Límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3cb2a6f4e38db166,Continental,Farmacias y Perfumerías,Total Farma,,20%; 20% de reintegro,reintegro,20%,martes,los Martes,Vigente hasta el 10 de noviembre del 2026,Límites de compras: - Reintegros con límite de compra semanal de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
113ac7153b0d40f3,Continental,Farmacias y Perfumerías,Vicente Scavone,,30%; hasta 6 cuotas sin intereses; 10 % de reintegro; 20% de descuento,cuotas_sin_intereses,30%; 10 %; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 06 de enero del 2027,Límites de compras: - Reintegros con límite semanal de hasta Gs; límite de compra mensual de Gs; Gs. 500.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
4f9ce5cd46af97a9,Continental,Farmacias y Perfumerías,Vitalmed,,20%; 20% de reintegro,reintegro,20%,martes,Los martes,Vigente hasta el 06 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
