Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Medios de pago,Detalle,Bases y condiciones,URL detalle,URL categoría
Viaje y Turismo,Itaú,CMP Travel,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=32037,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Consorcio,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30043,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Coral Turismo,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1429,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Frontur,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30046,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Go Travel,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30050,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Interviajes,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1619,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Latam,10 Cuotas sin intereses; hasta 10 cuotas sin intereses,No especificado,2026-02-11 hasta 2026-12-31,tarjeta de crédito,Hasta el 31 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenés hasta 10 cuotas sin intereses y hasta 12 cuotas sin intereses con tarjetas American Express.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses y hasta 12 cuotas sin intereses con tarjetas de crédito American Express. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del POS de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=15177&c=1093,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Maral Turismo,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1190,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Me Vuelo,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30840,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Origen,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1294,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Palma Travel,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1304,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Panorama Viajes,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30049,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Sensitur Viajes,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=32036,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Servitravel,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1417,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Sevens Travel,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30639,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Smart Travel,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30047,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Terranova,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=1486,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Universo Turismo,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30920,https://www.itau.com.py/beneficios2/categoria/17
Viaje y Turismo,Itaú,Viamar Viajes,12 Cuotas sin intereses; hasta 12 cuotas sin intereses,No especificado,2025-02-01 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto de 2026. Pagando con tus tarjetas The Platinum Card de American Express y VISA infinite tenes hasta 12 cuotas sin intereses. Pagando con tus tarjetas de crédito Itaú tenes hasta 10 cuotas sin intereses. Aplica a agencias adheridas a la promoción.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Agencias adheridas: Boarding Pass, Alto Vuelo, Mevuelo, Go Travel, Smart Travel, Aries Travel, Coral Turismo, Almacen de Viajes, Palma Travel, Frontur Viajes, Ami tour, Zona de Embarque, Aventura Viajes, Aeromar, CMP Agencia de Viajes, Ace tours, Viamar Viajes, Universo turimso, Servi Travel, Panorama Viajes, Interviajes, Sensitur Viajes, Origen. OPERADORAS: Seven´s, Bespoke, Maral Turismo, Agyr, Terra Nova, Consorcio Travel.",https://www.itau.com.py/beneficios2/Detalle?b=16056&c=30048,https://www.itau.com.py/beneficios2/categoria/17
